Name,ID,Has Block,Mod,Class
Botania:enderDagger,5320,false,Botania,vazkii.botania.common.item.equipment.tool.ItemEnderDagger
Botania:quartz,5321,false,Botania,vazkii.botania.common.item.material.ItemQuartz
Botania:waterRod,5322,false,Botania,vazkii.botania.common.item.rod.ItemWaterRod
Botania:elementiumHelm,5323,false,Botania,vazkii.botania.common.item.equipment.armor.elementium.ItemElementiumHelm
Botania:elementiumHelmReveal,5324,false,Botania,vazkii.botania.common.item.interaction.thaumcraft.ItemElementiumHelmRevealing
Botania:elementiumChest,5325,false,Botania,vazkii.botania.common.item.equipment.armor.elementium.ItemElementiumChest
Botania:elementiumLegs,5326,false,Botania,vazkii.botania.common.item.equipment.armor.elementium.ItemElementiumLegs
Botania:elementiumBoots,5327,false,Botania,vazkii.botania.common.item.equipment.armor.elementium.ItemElementiumBoots
Botania:elementiumPick,5328,false,Botania,vazkii.botania.common.item.equipment.tool.elementium.ItemElementiumPick
Botania:elementiumShovel,5329,false,Botania,vazkii.botania.common.item.equipment.tool.elementium.ItemElementiumShovel
Botania:elementiumAxe,5330,false,Botania,vazkii.botania.common.item.equipment.tool.elementium.ItemElementiumAxe
Botania:elementiumSword,5331,false,Botania,vazkii.botania.common.item.equipment.tool.elementium.ItemElementiumSword
Botania:elementiumShears,5332,false,Botania,vazkii.botania.common.item.equipment.tool.elementium.ItemElementiumShears
Botania:openBucket,5333,false,Botania,vazkii.botania.common.item.ItemOpenBucket
Botania:spawnerMover,5334,false,Botania,vazkii.botania.common.item.ItemSpawnerMover
Botania:pixieRing,5335,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemPixieRing
Botania:superTravelBelt,5336,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemSuperTravelBelt
Botania:rainbowRod,5337,false,Botania,vazkii.botania.common.item.rod.ItemRainbowRod
Botania:tornadoRod,5338,false,Botania,vazkii.botania.common.item.rod.ItemTornadoRod
Botania:fireRod,5339,false,Botania,vazkii.botania.common.item.rod.ItemFireRod
Botania:vineBall,5340,false,Botania,vazkii.botania.common.item.ItemVineBall
Botania:slingshot,5341,false,Botania,vazkii.botania.common.item.ItemSlingshot
Botania:manaBottle,5342,false,Botania,vazkii.botania.common.item.ItemBottledMana
Botania:laputaShard,5343,false,Botania,vazkii.botania.common.item.ItemLaputaShard
Botania:virus,5344,false,Botania,vazkii.botania.common.item.ItemVirus
Botania:reachRing,5345,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemReachRing
Botania:skyDirtRod,5346,false,Botania,vazkii.botania.common.item.rod.ItemSkyDirtRod
Botania:itemFinder,5347,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemItemFinder
Botania:superLavaPendant,5348,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemSuperLavaPendant
Botania:enderHand,5349,false,Botania,vazkii.botania.common.item.ItemEnderHand
Botania:glassPick,5350,false,Botania,vazkii.botania.common.item.equipment.tool.ItemGlassPick
Botania:spark,5351,false,Botania,vazkii.botania.common.item.ItemSpark
Botania:sparkUpgrade,5352,false,Botania,vazkii.botania.common.item.ItemSparkUpgrade
Botania:diviningRod,5353,false,Botania,vazkii.botania.common.item.rod.ItemDiviningRod
Botania:gravityRod,5354,false,Botania,vazkii.botania.common.item.rod.ItemGravityRod
Botania:regenIvy,5355,false,Botania,vazkii.botania.common.item.ItemRegenIvy
Botania:manaInkwell,5356,false,Botania,vazkii.botania.common.item.interaction.thaumcraft.ItemManaInkwell
Botania:vial,5357,false,Botania,vazkii.botania.common.item.brew.ItemVial
Botania:brewVial,5358,false,Botania,vazkii.botania.common.item.brew.ItemBrewVial
Botania:brewFlask,5359,false,Botania,vazkii.botania.common.item.brew.ItemBrewFlask
Botania:bloodPendant,5360,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemBloodPendant
Botania:missileRod,5361,false,Botania,vazkii.botania.common.item.rod.ItemMissileRod
Botania:holyCloak,5362,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemHolyCloak
Botania:unholyCloak,5363,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemUnholyCloak
Botania:craftingHalo,5364,false,Botania,vazkii.botania.common.item.ItemCraftingHalo
Botania:blackLotus,5365,false,Botania,vazkii.botania.common.item.ItemBlackLotus
Botania:monocle,5366,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemMonocle
Botania:clip,5367,false,Botania,vazkii.botania.common.item.ItemClip
Botania:cobbleRod,5368,false,Botania,vazkii.botania.common.item.rod.ItemCobbleRod
Botania:smeltRod,5369,false,Botania,vazkii.botania.common.item.rod.ItemSmeltRod
Botania:worldSeed,5370,false,Botania,vazkii.botania.common.item.ItemWorldSeed
Botania:spellCloth,5371,false,Botania,vazkii.botania.common.item.ItemSpellCloth
Botania:thornChakram,5372,false,Botania,vazkii.botania.common.item.ItemThornChakram
Botania:overgrowthSeed,5373,false,Botania,vazkii.botania.common.item.ItemOvergrowthSeed
Botania:craftPattern,5374,false,Botania,vazkii.botania.common.item.ItemCraftPattern
Botania:ancientWill,5375,false,Botania,vazkii.botania.common.item.ItemAncientWill
Botania:corporeaSpark,5376,false,Botania,vazkii.botania.common.item.ItemCorporeaSpark
Botania:livingwoodBow,5377,false,Botania,vazkii.botania.common.item.equipment.tool.bow.ItemLivingwoodBow
Botania:crystalBow,5378,false,Botania,vazkii.botania.common.item.equipment.tool.bow.ItemCrystalBow
Botania:cosmetic,5379,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemBaubleCosmetic
Botania:swapRing,5380,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemSwapRing
Botania:flowerBag,5381,false,Botania,vazkii.botania.common.item.ItemFlowerBag
Botania:phantomInk,5382,false,Botania,vazkii.botania.common.item.ItemPhantomInk
Botania:poolMinecart,5383,false,Botania,vazkii.botania.common.item.ItemPoolMinecart
Botania:pinkinator,5384,false,Botania,vazkii.botania.common.item.ItemPinkinator
Botania:infiniteFruit,5385,false,Botania,vazkii.botania.common.item.relic.ItemInfiniteFruit
Botania:kingKey,5386,false,Botania,vazkii.botania.common.item.relic.ItemKingKey
Botania:flugelEye,5387,false,Botania,vazkii.botania.common.item.relic.ItemFlugelEye
Botania:thorRing,5388,false,Botania,vazkii.botania.common.item.relic.ItemThorRing
Botania:odinRing,5389,false,Botania,vazkii.botania.common.item.relic.ItemOdinRing
Botania:lokiRing,5390,false,Botania,vazkii.botania.common.item.relic.ItemLokiRing
Botania:aesirRing,5391,false,Botania,vazkii.botania.common.item.relic.ItemAesirRing
Botania:dice,5392,false,Botania,vazkii.botania.common.item.relic.ItemDice
Botania:keepIvy,5393,false,Botania,vazkii.botania.common.item.ItemKeepIvy
Botania:blackHoleTalisman,5394,false,Botania,vazkii.botania.common.item.ItemBlackHoleTalisman
Botania:recordGaia1,5395,false,Botania,vazkii.botania.common.item.record.ItemRecordGaia1
Botania:recordGaia2,5396,false,Botania,vazkii.botania.common.item.record.ItemRecordGaia2
Botania:temperanceStone,5397,false,Botania,vazkii.botania.common.item.ItemTemperanceStone
Botania:incenseStick,5398,false,Botania,vazkii.botania.common.item.brew.ItemIncenseStick
Botania:terraAxe,5399,false,Botania,vazkii.botania.common.item.equipment.tool.terrasteel.ItemTerraAxe
Botania:waterBowl,5400,false,Botania,vazkii.botania.common.item.ItemWaterBowl
Botania:obedienceStick,5401,false,Botania,vazkii.botania.common.item.ItemObedienceStick
Botania:cacophonium,5402,false,Botania,vazkii.botania.common.item.ItemCacophonium
Botania:slimeBottle,5403,false,Botania,vazkii.botania.common.item.ItemSlimeBottle
Botania:starSword,5404,false,Botania,vazkii.botania.common.item.equipment.tool.ItemStarSword
Botania:exchangeRod,5405,false,Botania,vazkii.botania.common.item.rod.ItemExchangeRod
Botania:magnetRingGreater,5406,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemGreaterMagnetRing
Botania:thunderSword,5407,false,Botania,vazkii.botania.common.item.equipment.tool.ItemThunderSword
Botania:manaweaveHelm,5408,false,Botania,vazkii.botania.common.item.equipment.armor.manaweave.ItemManaweaveHelm
Botania:manaweaveLegs,5409,false,Botania,vazkii.botania.common.item.equipment.armor.manaweave.ItemManaweaveLegs
Botania:manaweaveChest,5410,false,Botania,vazkii.botania.common.item.equipment.armor.manaweave.ItemManaweaveChest
Botania:manaweaveBoots,5411,false,Botania,vazkii.botania.common.item.equipment.armor.manaweave.ItemManaweaveBoots
Botania:autocraftingHalo,5412,false,Botania,vazkii.botania.common.item.ItemAutocraftingHalo
Botania:gaiaHead,5413,false,Botania,vazkii.botania.common.item.ItemGaiaHead
Botania:sextant,5414,false,Botania,vazkii.botania.common.item.ItemSextant
Botania:speedUpBelt,5415,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemSpeedUpBelt
Botania:baubleBox,5416,false,Botania,vazkii.botania.common.item.ItemBaubleBox
BuildCraft|Core:wrenchItem,5417,false,BuildCraft|Core,buildcraft.core.ItemWrench
BuildCraft|Core:mapLocation,5418,false,BuildCraft|Core,buildcraft.core.ItemMapLocation
BuildCraft|Core:list,5419,false,BuildCraft|Core,buildcraft.core.ItemList
BuildCraft|Core:debugger,5420,false,BuildCraft|Core,buildcraft.core.ItemDebugger
BuildCraft|Core:woodenGearItem,5421,false,BuildCraft|Core,buildcraft.core.ItemGear
BuildCraft|Core:stoneGearItem,5422,false,BuildCraft|Core,buildcraft.core.ItemGear
BuildCraft|Core:ironGearItem,5423,false,BuildCraft|Core,buildcraft.core.ItemGear
BuildCraft|Core:goldGearItem,5424,false,BuildCraft|Core,buildcraft.core.ItemGear
BuildCraft|Core:diamondGearItem,5425,false,BuildCraft|Core,buildcraft.core.ItemGear
BuildCraft|Core:paintbrush,5426,false,BuildCraft|Core,buildcraft.core.ItemPaintbrush
BuildCraft|Builders:templateItem,5427,false,BuildCraft|Builders,buildcraft.builders.ItemBlueprintTemplate
BuildCraft|Builders:blueprintItem,5428,false,BuildCraft|Builders,buildcraft.builders.ItemBlueprintStandard
BuildCraft|Transport:pipeWaterproof,5429,false,BuildCraft|Transport,buildcraft.core.lib.items.ItemBuildCraft
BuildCraft|Transport:item.buildcraftPipe.pipeitemswood,5430,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsemerald,5431,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemscobblestone,5432,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsstone,5433,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsquartz,5434,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsiron,5435,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsgold,5436,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsdiamond,5437,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsobsidian,5438,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemslapis,5439,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsdaizuli,5440,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemssandstone,5441,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsvoid,5442,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsemzuli,5443,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsstripes,5444,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsclay,5445,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidswood,5446,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidscobblestone,5447,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsstone,5448,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsquartz,5449,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsiron,5450,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsgold,5451,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsemerald,5452,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsdiamond,5453,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidssandstone,5454,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsvoid,5455,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsclay,5456,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerwood,5457,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowercobblestone,5458,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerstone,5459,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerquartz,5460,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepoweriron,5461,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowergold,5462,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerdiamond,5463,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepoweremerald,5464,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowersandstone,5465,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipestructurecobblestone,5466,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:pipeWire,5467,false,BuildCraft|Transport,buildcraft.transport.ItemPipeWire
BuildCraft|Transport:pipeGate,5468,false,BuildCraft|Transport,buildcraft.transport.gates.ItemGate
BuildCraft|Transport:pipeFacade,5469,false,BuildCraft|Transport,buildcraft.transport.ItemFacade
BuildCraft|Transport:pipePlug,5470,false,BuildCraft|Transport,buildcraft.transport.pluggable.ItemPlug
BuildCraft|Transport:pipeLens,5471,false,BuildCraft|Transport,buildcraft.transport.pluggable.ItemLens
BuildCraft|Transport:pipePowerAdapter,5472,false,BuildCraft|Transport,buildcraft.transport.pluggable.ItemPowerAdapter
BuildCraft|Transport:gateCopier,5473,false,BuildCraft|Transport,buildcraft.transport.ItemGateCopier
BuildCraft|Energy:bucketOil,5474,false,BuildCraft|Energy,buildcraft.energy.ItemBucketBuildcraft
BuildCraft|Energy:bucketFuel,5475,false,BuildCraft|Energy,buildcraft.energy.ItemBucketBuildcraft
BuildCraft|Silicon:redstoneChipset,5476,false,BuildCraft|Silicon,buildcraft.silicon.ItemRedstoneChipset
BuildCraft|Silicon:package,5477,false,BuildCraft|Silicon,buildcraft.silicon.ItemPackage
BuildCraft|Silicon:redstoneCrystal,5478,false,BuildCraft|Silicon,buildcraft.core.lib.items.ItemBuildCraft
BuildCraft|Robotics:robot,5479,false,BuildCraft|Robotics,buildcraft.robotics.ItemRobot
BuildCraft|Robotics:robotStation,5480,false,BuildCraft|Robotics,buildcraft.robotics.ItemRobotStation
BuildCraft|Robotics:redstone_board,5481,false,BuildCraft|Robotics,buildcraft.robotics.ItemRedstoneBoard
Railcraft:fluid.creosote.bucket,5482,false,Railcraft,mods.railcraft.common.fluids.ItemBucketRailcraft
Railcraft:fluid.creosote.bottle,5483,false,Railcraft,mods.railcraft.common.fluids.ItemFluidContainer
Railcraft:fluid.creosote.can,5484,false,Railcraft,mods.railcraft.common.fluids.ItemFluidContainer
Railcraft:fluid.creosote.cell,5485,false,Railcraft,mods.railcraft.common.fluids.ItemFluidContainer
Railcraft:fluid.creosote.wax,5486,false,Railcraft,mods.railcraft.common.fluids.ItemFluidContainer
Railcraft:fluid.creosote.refactory,5487,false,Railcraft,mods.railcraft.common.fluids.ItemFluidContainer
Railcraft:fluid.steam.bottle,5488,false,Railcraft,mods.railcraft.common.fluids.ItemBucketRailcraft
Railcraft:tool.crowbar,5489,false,Railcraft,mods.railcraft.common.items.ItemCrowbar
Railcraft:tool.crowbar.reinforced,5490,false,Railcraft,mods.railcraft.common.items.ItemCrowbarReinforced
Railcraft:tool.magnifying.glass,5491,false,Railcraft,mods.railcraft.common.items.ItemMagnifyingGlass
Railcraft:armor.goggles,5492,false,Railcraft,mods.railcraft.common.items.ItemGoggles
Railcraft:part.circuit,5493,false,Railcraft,mods.railcraft.common.items.ItemCircuit
Railcraft:tool.steel.shears,5494,false,Railcraft,mods.railcraft.common.items.ItemSteelShears
Railcraft:tool.steel.sword,5495,false,Railcraft,mods.railcraft.common.items.ItemSteelSword
Railcraft:tool.steel.shovel,5496,false,Railcraft,mods.railcraft.common.items.ItemSteelShovel
Railcraft:tool.steel.pickaxe,5497,false,Railcraft,mods.railcraft.common.items.ItemSteelPickaxe
Railcraft:tool.steel.axe,5498,false,Railcraft,mods.railcraft.common.items.ItemSteelAxe
Railcraft:tool.steel.hoe,5499,false,Railcraft,mods.railcraft.common.items.ItemSteelHoe
Railcraft:armor.steel.helmet,5500,false,Railcraft,mods.railcraft.common.items.ItemSteelArmor
Railcraft:armor.steel.plate,5501,false,Railcraft,mods.railcraft.common.items.ItemSteelArmor
Railcraft:armor.steel.legs,5502,false,Railcraft,mods.railcraft.common.items.ItemSteelArmor
Railcraft:armor.steel.boots,5503,false,Railcraft,mods.railcraft.common.items.ItemSteelArmor
Railcraft:armor.overalls,5504,false,Railcraft,mods.railcraft.common.items.ItemOveralls
Railcraft:nugget,5505,false,Railcraft,mods.railcraft.common.items.ItemNugget
Railcraft:ingot,5506,false,Railcraft,mods.railcraft.common.items.ItemIngot
Railcraft:part.railbed,5507,false,Railcraft,mods.railcraft.common.items.ItemRailbed
Railcraft:part.tie,5508,false,Railcraft,mods.railcraft.common.items.ItemTie
Railcraft:part.rebar,5509,false,Railcraft,mods.railcraft.common.items.ItemRebar
Railcraft:part.rail,5510,false,Railcraft,mods.railcraft.common.items.ItemRail
Railcraft:fuel.coke,5511,false,Railcraft,mods.railcraft.common.items.ItemRailcraft
Railcraft:part.plate,5512,false,Railcraft,mods.railcraft.common.items.ItemPlate
Railcraft:dust,5513,false,Railcraft,mods.railcraft.common.items.ItemDust
Railcraft:part.gear,5514,false,Railcraft,mods.railcraft.common.items.ItemGear
Railcraft:cart.tnt.wood,5515,false,Railcraft,mods.railcraft.common.carts.ItemCart
Railcraft:cart.work,5516,false,Railcraft,mods.railcraft.common.carts.ItemCart
Railcraft:tool.surveyor,5517,false,Railcraft,mods.railcraft.common.blocks.signals.ItemSignalBlockSurveyor
Railcraft:tool.signal.tuner,5518,false,Railcraft,mods.railcraft.common.blocks.signals.ItemSignalTuner
Railcraft:tool.signal.label,5519,false,Railcraft,mods.railcraft.common.items.ItemSignalLabel
Railcraft:part.signal.lamp,5520,false,Railcraft,mods.railcraft.common.items.ItemSignalLamp
Railcraft:part.bleached.clay,5521,false,Railcraft,mods.railcraft.common.items.ItemRailcraft
Railcraft:cart.bore,5522,false,Railcraft,mods.railcraft.common.carts.ItemTunnelBore
Railcraft:borehead.diamond,5523,false,Railcraft,mods.railcraft.common.carts.ItemBoreHeadDiamond
Railcraft:borehead.steel,5524,false,Railcraft,mods.railcraft.common.carts.ItemBoreHeadSteel
Railcraft:borehead.iron,5525,false,Railcraft,mods.railcraft.common.carts.ItemBoreHeadIron
Railcraft:cart.track.relayer,5526,false,Railcraft,mods.railcraft.common.carts.ItemCart
Railcraft:cart.undercutter,5527,false,Railcraft,mods.railcraft.common.carts.ItemCart
Railcraft:cart.track.layer,5528,false,Railcraft,mods.railcraft.common.carts.ItemCart
Railcraft:cart.track.remover,5529,false,Railcraft,mods.railcraft.common.carts.ItemCart
Railcraft:cart.tank,5530,false,Railcraft,mods.railcraft.common.carts.ItemCart
Railcraft:cart.cargo,5531,false,Railcraft,mods.railcraft.common.carts.ItemCart
Railcraft:upgrade.lapotron,5532,false,Railcraft,mods.railcraft.common.items.ItemRailcraft
Railcraft:cart.energy.batbox,5533,false,Railcraft,mods.railcraft.common.carts.ItemCart
Railcraft:cart.energy.mfe,5534,false,Railcraft,mods.railcraft.common.carts.ItemCart
Railcraft:cart.energy.cesu,5535,false,Railcraft,mods.railcraft.common.carts.ItemCart
Railcraft:tool.crowbar.magic,5536,false,Railcraft,mods.railcraft.common.plugins.thaumcraft.ItemCrowbarMagic
Railcraft:tool.crowbar.void,5537,false,Railcraft,mods.railcraft.common.plugins.thaumcraft.ItemCrowbarVoid
Railcraft:cart.anchor,5538,false,Railcraft,mods.railcraft.common.carts.ItemCartAnchor
Railcraft:cart.anchor.personal,5539,false,Railcraft,mods.railcraft.common.carts.ItemCartAnchor
Railcraft:cart.anchor.admin,5540,false,Railcraft,mods.railcraft.common.carts.ItemCartAnchor
Railcraft:cart.pumpkin,5541,false,Railcraft,mods.railcraft.common.carts.ItemCart
Railcraft:cart.gift,5542,false,Railcraft,mods.railcraft.common.carts.ItemCart
Railcraft:tool.whistle.tuner,5543,false,Railcraft,mods.railcraft.common.items.ItemWhistleTuner
Railcraft:cart.loco.steam.solid,5544,false,Railcraft,mods.railcraft.common.carts.ItemLocomotive
Railcraft:cart.loco.electric,5545,false,Railcraft,mods.railcraft.common.carts.ItemLocomotive
Railcraft:cart.loco.creative,5546,false,Railcraft,mods.railcraft.common.carts.ItemLocomotive
Railcraft:routing.table,5547,false,Railcraft,mods.railcraft.common.items.ItemRoutingTable
Railcraft:routing.ticket.gold,5548,false,Railcraft,mods.railcraft.common.items.ItemTicketGold
Railcraft:routing.ticket,5549,false,Railcraft,mods.railcraft.common.items.ItemTicket
Railcraft:emblem,5550,false,Railcraft,mods.railcraft.common.emblems.ItemEmblem
Railcraft:firestone.raw,5551,false,Railcraft,mods.railcraft.common.items.firestone.ItemFirestoneRaw
Railcraft:firestone.cut,5552,false,Railcraft,mods.railcraft.common.items.firestone.ItemFirestoneCut
Railcraft:firestone.refined,5553,false,Railcraft,mods.railcraft.common.items.firestone.ItemFirestoneRefined
Railcraft:firestone.cracked,5554,false,Railcraft,mods.railcraft.common.items.firestone.ItemFirestoneCracked
Railcraft:tool.electric.meter,5555,false,Railcraft,mods.railcraft.common.items.ItemElectricMeter
Railcraft:part.turbine.rotor,5556,false,Railcraft,mods.railcraft.common.items.ItemRailcraft
Railcraft:part.turbine.disk,5557,false,Railcraft,mods.railcraft.common.items.ItemRailcraft
Railcraft:part.turbine.blade,5558,false,Railcraft,mods.railcraft.common.items.ItemRailcraft
Railcraft:cart.redstone.flux,5559,false,Railcraft,mods.railcraft.common.carts.ItemCart
TwilightForest:item.nagaScale,5560,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.plateNaga,5561,false,TwilightForest,twilightforest.item.ItemTFNagaArmor
TwilightForest:item.legsNaga,5562,false,TwilightForest,twilightforest.item.ItemTFNagaArmor
TwilightForest:item.scepterTwilight,5563,false,TwilightForest,twilightforest.item.ItemTFTwilightWand
TwilightForest:item.scepterLifeDrain,5564,false,TwilightForest,twilightforest.item.ItemTFScepterLifeDrain
TwilightForest:item.scepterZombie,5565,false,TwilightForest,twilightforest.item.ItemTFZombieWand
TwilightForest:item.oreMeter,5566,false,TwilightForest,twilightforest.item.ItemTFOreMeter
TwilightForest:item.magicMap,5567,false,TwilightForest,twilightforest.item.ItemTFMagicMap
TwilightForest:item.mazeMap,5568,false,TwilightForest,twilightforest.item.ItemTFMazeMap
TwilightForest:item.oreMap,5569,false,TwilightForest,twilightforest.item.ItemTFMazeMap
TwilightForest:item.tfFeather,5570,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.magicMapFocus,5571,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.mazeMapFocus,5572,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.liveRoot,5573,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.ironwoodRaw,5574,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.ironwoodIngot,5575,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.ironwoodHelm,5576,false,TwilightForest,twilightforest.item.ItemTFIronwoodArmor
TwilightForest:item.ironwoodPlate,5577,false,TwilightForest,twilightforest.item.ItemTFIronwoodArmor
TwilightForest:item.ironwoodLegs,5578,false,TwilightForest,twilightforest.item.ItemTFIronwoodArmor
TwilightForest:item.ironwoodBoots,5579,false,TwilightForest,twilightforest.item.ItemTFIronwoodArmor
TwilightForest:item.ironwoodSword,5580,false,TwilightForest,twilightforest.item.ItemTFIronwoodSword
TwilightForest:item.ironwoodShovel,5581,false,TwilightForest,twilightforest.item.ItemTFIronwoodShovel
TwilightForest:item.ironwoodPick,5582,false,TwilightForest,twilightforest.item.ItemTFIronwoodPick
TwilightForest:item.ironwoodAxe,5583,false,TwilightForest,twilightforest.item.ItemTFIronwoodAxe
TwilightForest:item.ironwoodHoe,5584,false,TwilightForest,twilightforest.item.ItemTFIronwoodHoe
TwilightForest:item.torchberries,5585,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.venisonRaw,5586,false,TwilightForest,twilightforest.item.ItemTFFood
TwilightForest:item.venisonCooked,5587,false,TwilightForest,twilightforest.item.ItemTFFood
TwilightForest:item.hydraChop,5588,false,TwilightForest,twilightforest.item.ItemTFHydraChops
TwilightForest:item.fieryBlood,5589,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.trophy,5590,false,TwilightForest,twilightforest.item.ItemTFTrophy
TwilightForest:item.fieryIngot,5591,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.fieryHelm,5592,false,TwilightForest,twilightforest.item.ItemTFFieryArmor
TwilightForest:item.fieryPlate,5593,false,TwilightForest,twilightforest.item.ItemTFFieryArmor
TwilightForest:item.fieryLegs,5594,false,TwilightForest,twilightforest.item.ItemTFFieryArmor
TwilightForest:item.fieryBoots,5595,false,TwilightForest,twilightforest.item.ItemTFFieryArmor
TwilightForest:item.fierySword,5596,false,TwilightForest,twilightforest.item.ItemTFFierySword
TwilightForest:item.fieryPick,5597,false,TwilightForest,twilightforest.item.ItemTFFieryPick
TwilightForest:item.steeleafIngot,5598,false,TwilightForest,twilightforest.item.ItemTF
TwilightForest:item.steeleafHelm,5599,false,TwilightForest,twilightforest.item.ItemTFSteeleafArmor
TwilightForest:item.steeleafPlate,5600,false,TwilightForest,twilightforest.item.ItemTFSteeleafArmor
TwilightForest:item.steeleafLegs,5601,false,TwilightForest,twilightforest.item.ItemTFSteeleafArmor
TwilightForest:item.steeleafBoots,5602,false,TwilightForest,twilightforest.item.ItemTFSteeleafArmor
